TransactionNo,Items,DateTime,DayType,Location,Date,Year,Month,Day,Hour,Month_Number,Day_Number
108,Chocolate Iced Glazed,2016-10-31 10:31:05,Weekday,Vivo,2016-10-31,2016,October,Monday,Morning,10,0
108,Chocolate Iced Glazed,2016-10-31 10:31:05,Weekday,Jurong,2016-10-31,2016,October,Monday,Morning,10,0
109,Original Glazed,2016-10-31 10:35:23,Weekday,Jurong,2016-10-31,2016,October,Monday,Morning,10,0
109,Chocolate Iced Glazed,2016-10-31 10:35:23,Weekday,Jurong,2016-10-31,2016,October,Monday,Morning,10,0
109,Glazed Chocolate Cake,2016-10-31 10:35:23,Weekday,Vivo,2016-10-31,2016,October,Monday,Morning,10,0
110,Glazed Chocolate Cake,2016-10-31 10:36:37,Weekday,Vivo,2016-10-31,2016,October,Monday,Morning,10,0
111,Original Glazed,2016-10-31 10:38:09,Weekday,Vivo,2016-10-31,2016,October,Monday,Morning,10,0
112,Original Glazed,2016-10-31 10:59:17,Weekday,Vivo,2016-10-31,2016,October,Monday,Morning,10,0
113,Original Glazed,2016-10-31 11:02:37,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
113,Chocolate Iced Glazed,2016-10-31 11:02:37,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
114,Chocolate Iced Glazed,2016-10-31 11:05:45,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
115,Original Glazed,2016-10-31 11:08:53,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
116,Original Glazed,2016-10-31 11:11:01,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
117,Chocolate Iced Glazed,2016-10-31 11:13:08,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
117,Chocolate Iced Glazed,2016-10-31 11:13:08,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
117,Original Glazed,2016-10-31 11:13:08,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
117,Drinks,2016-10-31 11:13:08,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
118,Chocolate Iced Glazed,2016-10-31 11:18:29,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
118,Chocolate Iced Glazed,2016-10-31 11:18:29,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
118,Glazed Chocolate Cake,2016-10-31 11:18:29,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
118,Glazed Chocolate Cake,2016-10-31 11:18:29,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
119,Original Glazed,2016-10-31 11:25:56,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
119,Original Glazed,2016-10-31 11:25:56,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
119,Chocolate Iced Glazed,2016-10-31 11:25:56,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
120,Chocolate Iced Glazed,2016-10-31 11:29:01,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
121,Original Glazed,2016-10-31 11:30:59,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
121,Original Glazed,2016-10-31 11:30:59,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
122,Chocolate Iced Glazed,2016-10-31 11:37:30,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
123,Chocolate Iced Glazed,2016-10-31 11:42:05,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
123,Original Glazed,2016-10-31 11:42:05,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
123,Original Glazed,2016-10-31 11:42:05,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
123,Glazed Chocolate Cake,2016-10-31 11:42:05,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
124,Original Glazed,2016-10-31 11:43:10,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
124,Glazed Chocolate Cake,2016-10-31 11:43:10,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
125,Glazed Chocolate Cake,2016-10-31 11:47:18,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
126,Original Glazed,2016-10-31 11:52:43,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
126,Chocolate Iced Glazed,2016-10-31 11:52:43,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
127,Chocolate Iced Glazed,2016-10-31 11:53:11,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
128,Drinks,2016-10-31 11:55:00,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
128,Original Glazed,2016-10-31 11:55:00,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
128,Glazed Chocolate Cake,2016-10-31 11:55:00,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
129,Original Glazed,2016-10-31 11:59:23,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
129,Original Glazed,2016-10-31 11:59:23,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
129,Chocolate Iced Glazed,2016-10-31 11:59:23,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
130,Original Glazed,2016-10-31 12:03:12,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
130,Original Glazed,2016-10-31 12:03:12,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
130,Chocolate Iced Glazed,2016-10-31 12:03:12,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
131,Original Glazed,2016-10-31 12:08:28,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
131,Original Glazed,2016-10-31 12:08:28,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
132,Glazed Chocolate Cake,2016-10-31 12:14:20,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
132,Glazed Chocolate Cake,2016-10-31 12:14:20,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
132,Drinks,2016-10-31 12:14:20,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
132,Chocolate Iced Glazed,2016-10-31 12:14:20,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
133,Chocolate Iced Glazed,2016-10-31 12:16:32,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
133,Glazed Chocolate Cake,2016-10-31 12:16:32,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
134,Chocolate Iced Glazed,2016-10-31 12:19:37,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
134,Glazed Chocolate Cake,2016-10-31 12:19:37,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
134,Chocolate Iced Glazed,2016-10-31 12:19:37,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
135,Original Glazed,2016-10-31 12:20:21,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
136,Glazed Chocolate Cake,2016-10-31 12:27:41,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
136,Glazed Chocolate Cake,2016-10-31 12:27:41,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
137,Chocolate Iced Glazed,2016-10-31 12:37:07,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
138,Glazed Chocolate Cake,2016-10-31 12:43:35,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
138,Chocolate Iced Glazed,2016-10-31 12:43:35,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
138,Original Glazed,2016-10-31 12:43:35,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
139,Original Glazed,2016-10-31 12:50:57,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
139,Chocolate Iced Glazed,2016-10-31 12:50:57,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
139,Chocolate Iced Glazed,2016-10-31 12:50:57,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
140,Original Glazed,2016-10-31 12:53:33,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
140,Original Glazed,2016-10-31 12:53:33,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
140,Chocolate Iced Glazed,2016-10-31 12:53:33,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
141,Original Glazed,2016-10-31 12:54:28,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
142,Glazed Chocolate Cake,2016-10-31 12:56:47,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
142,Chocolate Iced Glazed,2016-10-31 12:56:47,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
143,Glazed Chocolate Cake,2016-10-31 12:59:08,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
144,Glazed Chocolate Cake,2016-10-31 13:02:11,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
144,Chocolate Iced Glazed,2016-10-31 13:02:11,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
145,Original Glazed,2016-10-31 13:05:49,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
145,Glazed Chocolate Cake,2016-10-31 13:05:49,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
145,Drinks,2016-10-31 13:05:49,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
146,Glazed Chocolate Cake,2016-10-31 13:08:30,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
147,Drinks,2016-10-31 13:09:31,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
147,Original Glazed,2016-10-31 13:09:31,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
148,Glazed Chocolate Cake,2016-10-31 13:21:17,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
148,Original Glazed,2016-10-31 13:21:17,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
148,Original Glazed,2016-10-31 13:21:17,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
149,Original Glazed,2016-10-31 13:26:03,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
150,Original Glazed,2016-10-31 13:31:33,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
151,Chocolate Iced Glazed,2016-10-31 13:50:17,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
151,Glazed Chocolate Cake,2016-10-31 13:50:17,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
152,Chocolate Iced Glazed,2016-10-31 13:51:18,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
153,Glazed Chocolate Cake,2016-10-31 13:55:22,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
153,Original Glazed,2016-10-31 13:55:22,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
153,Chocolate Iced Glazed,2016-10-31 13:55:22,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
153,Chocolate Iced Glazed,2016-10-31 13:55:22,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
154,Drinks,2016-10-31 14:00:21,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
154,Chocolate Iced Glazed,2016-10-31 14:00:21,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
154,Original Glazed,2016-10-31 14:00:21,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
154,Chocolate Iced Glazed,2016-10-31 14:00:21,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
155,Glazed Chocolate Cake,2016-10-31 14:01:30,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
155,Chocolate Iced Glazed,2016-10-31 14:01:30,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
155,Glazed Chocolate Cake,2016-10-31 14:01:30,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
156,Original Glazed,2016-10-31 14:04:16,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
156,Chocolate Iced Glazed,2016-10-31 14:04:16,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
157,Original Glazed,2016-10-31 14:05:07,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
157,Original Glazed,2016-10-31 14:05:07,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
158,Original Glazed,2016-10-31 14:20:29,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
158,Chocolate Iced Glazed,2016-10-31 14:20:29,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
159,Original Glazed,2016-10-31 14:22:31,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
159,Drinks,2016-10-31 14:22:31,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
159,Chocolate Iced Glazed,2016-10-31 14:22:31,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
160,Glazed Chocolate Cake,2016-10-31 14:35:27,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
160,Chocolate Iced Glazed,2016-10-31 14:35:27,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
161,Glazed Chocolate Cake,2016-10-31 14:42:34,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
162,Chocolate Iced Glazed,2016-10-31 14:44:48,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
163,Original Glazed,2016-10-31 14:47:16,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
163,Glazed Chocolate Cake,2016-10-31 14:47:16,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
164,Original Glazed,2016-10-31 14:47:36,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
164,Chocolate Iced Glazed,2016-10-31 14:47:36,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
165,Glazed Chocolate Cake,2016-10-31 14:48:49,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
166,Original Glazed,2016-10-31 14:49:28,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
166,Chocolate Iced Glazed,2016-10-31 14:49:28,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
167,Glazed Chocolate Cake,2016-10-31 14:50:42,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
167,Chocolate Iced Glazed,2016-10-31 14:50:42,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
167,Original Glazed,2016-10-31 14:50:42,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
167,Glazed Chocolate Cake,2016-10-31 14:50:42,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
168,Glazed Chocolate Cake,2016-10-31 14:56:25,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
168,Original Glazed,2016-10-31 14:56:25,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
169,Glazed Chocolate Cake,2016-10-31 15:05:17,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
170,Original Glazed,2016-10-31 15:16:49,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
171,Glazed Chocolate Cake,2016-10-31 15:20:16,Weekday,Vivo,2016-10-31,2016,October,Monday,Afternoon,10,0
171,Glazed Chocolate Cake,2016-10-31 15:20:16,Weekday,Jurong,2016-10-31,2016,October,Monday,Afternoon,10,0
172,Original Glazed,2016-10-31 17:06:47,Weekday,Vivo,2016-10-31,2016,October,Monday,Evening,10,0
172,Original Glazed,2016-10-31 17:06:47,Weekday,Vivo,2016-10-31,2016,October,Monday,Evening,10,0
173,Original Glazed,2016-10-31 17:08:09,Weekday,Vivo,2016-10-31,2016,October,Monday,Evening,10,0
173,Chocolate Iced Glazed,2016-10-31 17:08:09,Weekday,Jurong,2016-10-31,2016,October,Monday,Evening,10,0
174,Original Glazed,2016-10-31 17:40:21,Weekday,Vivo,2016-10-31,2016,October,Monday,Evening,10,0
175,Original Glazed,2016-10-31 17:49:42,Weekday,Vivo,2016-10-31,2016,October,Monday,Evening,10,0
176,Chocolate Iced Glazed,2016-10-31 18:22:24,Weekday,Vivo,2016-10-31,2016,October,Monday,Evening,10,0
176,Original Glazed,2016-10-31 18:22:24,Weekday,Jurong,2016-10-31,2016,October,Monday,Evening,10,0
178,Original Glazed,2016-01-11 07:51:20,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
178,Glazed Chocolate Cake,2016-01-11 07:51:20,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
179,Original Glazed,2016-01-11 08:20:50,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
179,Glazed Chocolate Cake,2016-01-11 08:20:50,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
180,Chocolate Iced Glazed,2016-01-11 08:22:28,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
180,Glazed Chocolate Cake,2016-01-11 08:22:28,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
181,Glazed Chocolate Cake,2016-01-11 08:45:20,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
181,Glazed Chocolate Cake,2016-01-11 08:45:20,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
182,Glazed Chocolate Cake,2016-01-11 09:07:47,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
182,Glazed Chocolate Cake,2016-01-11 09:07:47,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
182,Drinks,2016-01-11 09:07:47,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
183,Glazed Chocolate Cake,2016-01-11 09:09:26,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
184,Chocolate Iced Glazed,2016-01-11 09:26:03,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
184,Glazed Chocolate Cake,2016-01-11 09:26:03,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
185,Glazed Chocolate Cake,2016-01-11 09:29:25,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
185,Drinks,2016-01-11 09:29:25,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
186,Glazed Chocolate Cake,2016-01-11 09:43:13,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
186,Glazed Chocolate Cake,2016-01-11 09:43:13,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
187,Original Glazed,2016-01-11 10:02:27,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
188,Original Glazed,2016-01-11 10:04:05,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
189,Original Glazed,2016-01-11 10:29:02,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
189,Original Glazed,2016-01-11 10:29:02,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
190,Original Glazed,2016-01-11 10:34:53,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
190,Glazed Chocolate Cake,2016-01-11 10:34:53,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
190,Glazed Chocolate Cake,2016-01-11 10:34:53,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
191,Glazed Chocolate Cake,2016-01-11 10:50:50,Weekday,Vivo,2016-01-11,2016,January,Monday,Morning,1,0
191,Glazed Chocolate Cake,2016-01-11 10:50:50,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
192,Original Glazed,2016-01-11 10:56:08,Weekday,Jurong,2016-01-11,2016,January,Monday,Morning,1,0
193,Original Glazed,2016-01-11 11:00:48,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
194,Original Glazed,2016-01-11 11:04:36,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
194,Original Glazed,2016-01-11 11:04:36,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
195,Original Glazed,2016-01-11 11:06:09,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
195,Glazed Chocolate Cake,2016-01-11 11:06:09,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
196,Original Glazed,2016-01-11 11:08:18,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
196,Chocolate Iced Glazed,2016-01-11 11:08:18,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
196,Chocolate Iced Glazed,2016-01-11 11:08:18,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
197,Original Glazed,2016-01-11 11:10:11,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
197,Original Glazed,2016-01-11 11:10:11,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
197,Glazed Chocolate Cake,2016-01-11 11:10:11,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
198,Original Glazed,2016-01-11 11:11:58,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
198,Chocolate Iced Glazed,2016-01-11 11:11:58,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
199,Original Glazed,2016-01-11 11:13:20,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
200,Original Glazed,2016-01-11 11:16:30,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
201,Original Glazed,2016-01-11 11:22:36,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
201,Glazed Chocolate Cake,2016-01-11 11:22:36,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
202,Original Glazed,2016-01-11 11:23:19,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
202,Original Glazed,2016-01-11 11:23:19,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
203,Original Glazed,2016-01-11 11:25:53,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
204,Glazed Chocolate Cake,2016-01-11 11:30:00,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
204,Original Glazed,2016-01-11 11:30:00,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
205,Original Glazed,2016-01-11 11:49:31,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
205,Original Glazed,2016-01-11 11:49:31,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
205,Glazed Chocolate Cake,2016-01-11 11:49:31,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
206,Glazed Chocolate Cake,2016-01-11 11:54:17,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
206,Original Glazed,2016-01-11 11:54:17,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
206,Glazed Chocolate Cake,2016-01-11 11:54:17,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
207,Chocolate Iced Glazed,2016-01-11 12:03:37,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
207,Original Glazed,2016-01-11 12:03:37,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
207,Chocolate Iced Glazed,2016-01-11 12:03:37,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
208,Original Glazed,2016-01-11 12:10:09,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
209,Original Glazed,2016-01-11 12:10:38,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
210,Glazed Chocolate Cake,2016-01-11 12:12:26,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
211,Glazed Chocolate Cake,2016-01-11 12:15:36,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
211,Original Glazed,2016-01-11 12:15:36,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
212,Original Glazed,2016-01-11 12:20:30,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
212,Chocolate Iced Glazed,2016-01-11 12:20:30,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
212,Drinks,2016-01-11 12:20:30,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
213,Original Glazed,2016-01-11 12:22:04,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
214,Original Glazed,2016-01-11 12:26:43,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
214,Glazed Chocolate Cake,2016-01-11 12:26:43,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
214,Glazed Chocolate Cake,2016-01-11 12:26:43,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
215,Glazed Chocolate Cake,2016-01-11 12:30:30,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
215,Original Glazed,2016-01-11 12:30:30,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
216,Drinks,2016-01-11 12:31:30,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
216,Original Glazed,2016-01-11 12:31:30,Weekday,Jurong,2016-01-11,2016,January,Monday,Afternoon,1,0
217,Original Glazed,2016-01-11 12:33:31,Weekday,Vivo,2016-01-11,2016,January,Monday,Afternoon,1,0
